Text,Label,label
i’ll loop you into the email,No,0.0
lowkey i like your perspective on this! 👍,No,0.0
nah let me know once it’s fixed ✨,No,0.0
idk that’s a solid point,No,0.0
What’S Your Eta?,No,0.0
highkey Why You So Cute Tho,Yes,1.0
you free tonight? just us 😏 🤝,Yes,1.0
idk What’S The Status On The Ticket?,No,0.0
lol don’t make me catch feelings??,Yes,1.0
you’re really reliable 💀,No,0.0
ok you’re kinda cute but whatever,Yes,1.0
I’LL LOOP YOU INTO THE EMAIL 🙃,No,0.0
bruh Let Me Know Once It’S Fixed 💀,No,0.0
lol i’m glad we talk like this,Yes,1.0
lowkey i didn’t expect to enjoy this convo so much,Yes,1.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? ✨,No,0.0
that made my day (thanks for helping),No,0.0
tbh stoppp that’s hilarious,No,0.0
I KEEP THINKING ABOUT YOU LOL 😏,Yes,1.0
"i’m not flirting, i’m just being nice 👍",No,0.0
this is random but i’m happy we’re talking 💀,Yes,1.0
you’re easy to work with 🙏,No,0.0
i should sleep but i wanna keep talking to you,Yes,1.0
i’m fine 😌 just thinking about you a bit,Yes,1.0
kinda can you review this PR when you get a chance? 😏,No,0.0
nah You Make My Day Feel Lighter 😌,Yes,1.0
bruh i’m trying to focus but you’re distracting me ✅,Yes,1.0
you free tonight? just us 😏??,Yes,1.0
Your Feedback Was Really Helpful,No,0.0
lol we should hang sometime with everyone,No,0.0
"fr THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏 🙂",Yes,1.0
i didn’t expect to enjoy this convo so much!,Yes,1.0
don’t make me laugh in public... 😌,No,0.0
lmao great job today 😭,No,0.0
omg busy tonight but if you’re free i can make time,Yes,1.0
you’re funny lol 😅,No,0.0
bruh please confirm the address,No,0.0
ok serious question… when are we hanging out just us,Yes,1.0
lowkey Good Thinking..,No,0.0
did you pay the bill yet? 😂,No,0.0
BUSY TONIGHT BUT IF YOU’RE FREE I CAN MAKE TIME,Yes,1.0
tbh don’t make me laugh in public 👍,No,0.0
you’re different in a good way,Yes,1.0
thanks for the update 😅,No,0.0
busy tonight but if you’re free i can make time 🥲,Yes,1.0
omg you handled that well,No,0.0
you handled that well ✨,No,0.0
we should hang sometime with everyone..,No,0.0
omg OK YOU’RE KINDA CUTE BUT WHATEVER!,Yes,1.0
thanks for the update,No,0.0
what’s your ETA? ?? 🥲,No,0.0
kinda Movie Night? Just You + Me,Yes,1.0
if you were here you could help me move furniture.. 🙃,No,0.0
DID YOU FINISH THE REPORT? ALSO I KINDA MISS TALKING TO YOU?!,Yes,1.0
Can You Send Me The Slides Later?...,No,0.0
omg nice work on the presentation..,No,0.0
YOU’RE KINDA BECOMING MY FAVOURITE NOTIFICATION??,Yes,1.0
bet this is random but i’m happy we’re talking 🙏,Yes,1.0
great job today 😭,No,0.0
highkey can you send me the slides later?,No,0.0
lol Nice Work On The Presentation,No,0.0
bet great job today,No,0.0
i’ll loop you into the email 👀,No,0.0
fr STOP BEING SO ATTRACTIVE,Yes,1.0
what time is the meeting tomorrow? .. 🤝,No,0.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after ✨,Yes,1.0
nah CAN YOU SEND ME THE SLIDES LATER?,No,0.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU,Yes,1.0
Thanks For Jumping On That Quickly 👀,No,0.0
lol that’s a solid point?!,No,0.0
please submit the form by friday 😅,No,0.0
i should sleep but i wanna keep talking to you 🙃,Yes,1.0
,Yes,1.0
you explain things clearly 👀,No,0.0
ngl You’Re A Good Teammate 💀,No,0.0
"I’M Trying To Be Chill, Work’S Stressing Me Out ?!",No,0.0
it’s nice talking to you...,Yes,1.0
highkey dinner? 1 on 1,Yes,1.0
I Like Your Perspective On This 😭,No,0.0
kinda what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
what’s the status on the ticket?,No,0.0
stop being so attractive,Yes,1.0
thanks for jumping on that quickly 😏,No,0.0
lmao why you so cute tho,Yes,1.0
i feel really comfortable with you,Yes,1.0
are you available for a quick call?,No,0.0
fr I Should Sleep But I Wanna Keep Talking To You 💀,Yes,1.0
your feedback was really helpful 👀,No,0.0
appreciate you helping out 💀,No,0.0
i should sleep but i wanna keep talking to you ... 🙃,Yes,1.0
kinda YOU’RE A GOOD TEAMMATE,No,0.0
did you pay the bill yet? 🙂,No,0.0
I KEEP THINKING ABOUT YOU LOL! 🥲,Yes,1.0
kinda that made my day (thanks for helping),No,0.0
your feedback was really helpful,No,0.0
you’re a good teammate ✅,No,0.0
i’ll loop you into the email?? 😂,No,0.0
i’m not flirting… but... 😭,Yes,1.0
you’re kinda becoming my favourite notification,Yes,1.0
fr movie night? just you + me,Yes,1.0
kinda stoppp you’re making me smile,Yes,1.0
YOU EXPLAIN THINGS CLEARLY,No,0.0
"i’m trying to be chill, work’s stressing me out",No,0.0
I’M TRYING TO FOCUS BUT YOU’RE DISTRACTING ME 😂,Yes,1.0
